human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000068078,FGFR3,ENSMUSG00000054252,Fgfr3
ENSG00000160867,FGFR4,ENSMUSG00000005320,Fgfr4
ENSG00000171557,FGG,ENSMUSG00000033860,Fgg
ENSG00000104760,FGL1,ENSMUSG00000031594,Fgl1
ENSG00000127951,FGL2,ENSMUSG00000039899,Fgl2
ENSG00000176971,FIBIN,ENSMUSG00000074971,Fibin
ENSG00000198855,FICD,ENSMUSG00000053334,Ficd
ENSG00000179431,FJX1,ENSMUSG00000075012,Fjx1
ENSG00000141756,FKBP10,ENSMUSG00000001555,Fkbp10
ENSG00000106080,FKBP14,ENSMUSG00000038074,Fkbp14
ENSG00000173486,FKBP2,NA,NA
ENSG00000079150,FKBP7,ENSMUSG00000002732,Fkbp7
ENSG00000122642,FKBP9,ENSMUSG00000029781,Fkbp9
ENSG00000181027,FKRP,ENSMUSG00000048920,Fkrp
ENSG00000185070,FLRT2,ENSMUSG00000047414,Flrt2
ENSG00000125848,FLRT3,ENSMUSG00000051379,Flrt3
ENSG00000102755,FLT1,ENSMUSG00000029648,Flt1
ENSG00000090554,FLT3LG,ENSMUSG00000110206,Flt3l
ENSG00000037280,FLT4,ENSMUSG00000020357,Flt4
ENSG00000122176,FMOD,ENSMUSG00000041559,Fmod
ENSG00000115414,FN1,ENSMUSG00000026193,Fn1
ENSG00000164694,FNDC1,ENSMUSG00000071984,Fndc1
ENSG00000115226,FNDC4,ENSMUSG00000038552,Fndc4
ENSG00000160097,FNDC5,ENSMUSG00000001334,Fndc5
ENSG00000143107,FNDC7,ENSMUSG00000045326,Fndc7
ENSG00000086205,FOLH1,ENSMUSG00000001773,Folh1
ENSG00000110195,FOLR1,ENSMUSG00000001827,Folr1
ENSG00000165457,FOLR2,ENSMUSG00000032725,Folr2
ENSG00000110203,FOLR3,NA,NA
ENSG00000100350,FOXRED2,ENSMUSG00000016552,Foxred2
ENSG00000136877,FPGS,ENSMUSG00000009566,Fpgs
ENSG00000138759,FRAS1,ENSMUSG00000034687,Fras1
ENSG00000164946,FREM1,ENSMUSG00000059049,Frem1
ENSG00000183090,FREM3,ENSMUSG00000042353,Frem3
ENSG00000162998,FRZB,ENSMUSG00000027004,Frzb
ENSG00000131808,FSHB,ENSMUSG00000027120,Fshb
ENSG00000170820,FSHR,ENSMUSG00000032937,Fshr
ENSG00000134363,FST,ENSMUSG00000021765,Fst
ENSG00000163430,FSTL1,ENSMUSG00000022816,Fstl1
ENSG00000070404,FSTL3,ENSMUSG00000020325,Fstl3
ENSG00000053108,FSTL4,ENSMUSG00000036264,Fstl4
ENSG00000168843,FSTL5,ENSMUSG00000034098,Fstl5
ENSG00000179163,FUCA1,ENSMUSG00000028673,Fuca1
ENSG00000001036,FUCA2,ENSMUSG00000019810,Fuca2
ENSG00000140564,FURIN,ENSMUSG00000030530,Furin
ENSG00000196968,FUT11,ENSMUSG00000039357,Fut11
ENSG00000156413,FUT6,NA,NA
ENSG00000089356,FXYD3,ENSMUSG00000057092,Fxyd3
ENSG00000204681,GABBR1,ENSMUSG00000024462,Gabbr1
ENSG00000151834,GABRA2,ENSMUSG00000000560,Gabra2
ENSG00000069482,GAL,ENSMUSG00000024907,Gal
ENSG00000054983,GALC,ENSMUSG00000021003,Galc
ENSG00000141012,GALNS,ENSMUSG00000015027,Galns
ENSG00000141429,GALNT1,ENSMUSG00000000420,Galnt1
ENSG00000164574,GALNT10,ENSMUSG00000020520,Galnt10
ENSG00000143641,GALNT2,ENSMUSG00000089704,Galnt2
ENSG00000197487,GALP,ENSMUSG00000034660,Galp
ENSG00000089597,GANAB,ENSMUSG00000071650,Ganab
ENSG00000106105,GARS1,ENSMUSG00000029777,Gars1
ENSG00000183087,GAS6,ENSMUSG00000031451,Gas6
ENSG00000144649,GASK1A,ENSMUSG00000038233,Gask1a
ENSG00000184502,GAST,ENSMUSG00000017165,Gast
ENSG00000177225,GATD1,ENSMUSG00000051007,Gatd1
ENSG00000177628,GBA1,ENSMUSG00000028048,Gba1
ENSG00000148288,GBGT1,ENSMUSG00000026829,Gbgt1
ENSG00000117228,GBP1,NA,NA
ENSG00000145321,GC,ENSMUSG00000035540,Gc
ENSG00000115263,GCG,ENSMUSG00000000394,Gcg
ENSG00000130283,GDF1,ENSMUSG00000087408,Cers1
ENSG00000266524,GDF10,ENSMUSG00000021943,Gdf10
ENSG00000135414,GDF11,ENSMUSG00000025352,Gdf11
ENSG00000130513,GDF15,ENSMUSG00000038508,Gdf15
ENSG00000263761,GDF2,ENSMUSG00000072625,Gdf2
ENSG00000184344,GDF3,ENSMUSG00000030117,Gdf3
ENSG00000125965,GDF5,ENSMUSG00000038259,Gdf5
ENSG00000156466,GDF6,ENSMUSG00000051279,Gdf6
ENSG00000143869,GDF7,ENSMUSG00000037660,Gdf7
ENSG00000164404,GDF9,ENSMUSG00000018238,Gdf9
ENSG00000168621,GDNF,ENSMUSG00000022144,Gdnf
ENSG00000127554,GFER,ENSMUSG00000040888,Gfer
ENSG00000145990,GFOD1,ENSMUSG00000051335,Gfod1
ENSG00000141098,GFOD2,ENSMUSG00000013150,Gfod2
ENSG00000168546,GFRA2,ENSMUSG00000022103,Gfra2
ENSG00000125861,GFRA4,ENSMUSG00000027316,Gfra4
ENSG00000137563,GGH,ENSMUSG00000073987,Ggh
ENSG00000100031,GGT1,ENSMUSG00000006345,Ggt1
ENSG00000259384,GH1,ENSMUSG00000020713,Gh
ENSG00000136487,GH2,ENSMUSG00000020713,Gh
ENSG00000167925,GHDC,ENSMUSG00000017747,Ghdc
ENSG00000112964,GHR,ENSMUSG00000055737,Ghr
ENSG00000118702,GHRH,ENSMUSG00000027643,Ghrh
ENSG00000157017,GHRL,ENSMUSG00000064177,Ghrl
ENSG00000159224,GIP,ENSMUSG00000014351,Gip
ENSG00000169605,GKN1,ENSMUSG00000030050,Gkn1
ENSG00000183607,GKN2,ENSMUSG00000030049,Gkn2
ENSG00000102393,GLA,ENSMUSG00000031266,Gla
ENSG00000170266,GLB1,ENSMUSG00000045594,Glb1
ENSG00000163521,GLB1L,ENSMUSG00000026200,Glb1l
ENSG00000149328,GLB1L2,ENSMUSG00000036395,Glb1l2
ENSG00000186417,GLDN,ENSMUSG00000046167,Gldn
ENSG00000139278,GLIPR1,ENSMUSG00000056888,Glipr1
ENSG00000173401,GLIPR1L1,ENSMUSG00000112611,Glipr1l3
ENSG00000151948,GLT1D1,ENSMUSG00000049971,Glt1d1
ENSG00000204007,GLT6D1,ENSMUSG00000036401,Glt6d1
ENSG00000182327,GLTPD2,ENSMUSG00000046811,Gltpd2
ENSG00000196743,GM2A,ENSMUSG00000000594,Gm2a
ENSG00000104499,GML,NA,NA
ENSG00000115523,GNLY,NA,NA
ENSG00000090581,GNPTG,ENSMUSG00000035521,Gnptg
ENSG00000147437,GNRH1,ENSMUSG00000015812,Gnrh1
ENSG00000125787,GNRH2,NA,NA
ENSG00000135677,GNS,ENSMUSG00000034707,Gns
ENSG00000169347,GP2,ENSMUSG00000030954,Gp2
ENSG00000088053,GP6,ENSMUSG00000078810,Gp6
ENSG00000063660,GPC1,ENSMUSG00000034220,Gpc1
ENSG00000213420,GPC2,ENSMUSG00000029510,Gpc2
ENSG00000076716,GPC4,ENSMUSG00000031119,Gpc4
ENSG00000179399,GPC5,ENSMUSG00000022112,Gpc5
ENSG00000183098,GPC6,ENSMUSG00000058571,Gpc6
ENSG00000149735,GPHA2,ENSMUSG00000024784,Gpha2
ENSG00000179600,GPHB5,ENSMUSG00000048982,Gphb5
ENSG00000105220,GPI,ENSMUSG00000036427,Gpi1
ENSG00000277494,GPIHBP1,ENSMUSG00000022579,Gpihbp1
ENSG00000112293,GPLD1,ENSMUSG00000021340,Gpld1
ENSG00000136235,GPNMB,ENSMUSG00000029816,Gpnmb
ENSG00000188373,GPR15LG,ENSMUSG00000096001,Gpr15lg
ENSG00000250510,GPR162,ENSMUSG00000038390,Gpr162
ENSG00000211445,GPX3,ENSMUSG00000018339,Gpx3
ENSG00000167468,GPX4,ENSMUSG00000075706,Gpx4
ENSG00000224586,GPX5,NA,NA
ENSG00000198704,GPX6,ENSMUSG00000004341,Gpx6
ENSG00000116157,GPX7,ENSMUSG00000028597,Gpx7
ENSG00000166923,GREM1,ENSMUSG00000074934,Grem1
ENSG00000180875,GREM2,ENSMUSG00000050069,Grem2
ENSG00000125675,GRIA3,ENSMUSG00000001986,Gria3
ENSG00000152578,GRIA4,ENSMUSG00000025892,Gria4
ENSG00000164418,GRIK2,ENSMUSG00000056073,Grik2
ENSG00000198822,GRM3,ENSMUSG00000003974,Grm3
ENSG00000168959,GRM5,ENSMUSG00000049583,Grm5
ENSG00000030582,GRN,ENSMUSG00000034708,Grn
ENSG00000134443,GRP,ENSMUSG00000024517,Grp
ENSG00000104518,GSDMD,ENSMUSG00000022575,Gsdmd
ENSG00000148180,GSN,ENSMUSG00000026879,Gsn
ENSG00000197273,GUCA2A,ENSMUSG00000023247,Guca2a
ENSG00000044012,GUCA2B,ENSMUSG00000032978,Guca2b
ENSG00000169919,GUSB,ENSMUSG00000025534,Gusb
ENSG00000151233,GXYLT1,ENSMUSG00000036197,Gxylt1
ENSG00000250361,GYPB,ENSMUSG00000051839,Gypa
ENSG00000145649,GZMA,ENSMUSG00000023132,Gzma
ENSG00000100453,GZMB,ENSMUSG00000079186,Gzmc
ENSG00000100450,GZMH,ENSMUSG00000040284,Gzmg
ENSG00000113088,GZMK,ENSMUSG00000042385,Gzmk
ENSG00000197540,GZMM,ENSMUSG00000054206,Gzmm
ENSG00000049239,H6PD,ENSMUSG00000028980,H6pd
ENSG00000148702,HABP2,ENSMUSG00000025075,Habp2
ENSG00000105697,HAMP,ENSMUSG00000050440,Hamp
ENSG00000145681,HAPLN1,ENSMUSG00000021613,Hapln1
ENSG00000132702,HAPLN2,ENSMUSG00000004894,Hapln2
ENSG00000140511,HAPLN3,ENSMUSG00000030606,Hapln3
ENSG00000187664,HAPLN4,ENSMUSG00000007594,Hapln4
ENSG00000113070,HBEGF,ENSMUSG00000024486,Hbegf
ENSG00000161610,HCRT,ENSMUSG00000045471,Hcrt
ENSG00000143321,HDGF,ENSMUSG00000004897,Hdgf
ENSG00000173706,HEG1,ENSMUSG00000075254,Heg1
ENSG00000213614,HEXA,ENSMUSG00000025232,Hexa
ENSG00000049860,HEXB,ENSMUSG00000021665,Hexb
ENSG00000019991,HGF,ENSMUSG00000028864,Hgf
ENSG00000109758,HGFAC,ENSMUSG00000029102,Hgfac
ENSG00000164161,HHIP,ENSMUSG00000064325,Hhip
ENSG00000182218,HHIPL1,ENSMUSG00000021260,Hhipl1
ENSG00000143512,HHIPL2,ENSMUSG00000053461,Hhipl2
ENSG00000132297,HHLA1,ENSMUSG00000072511,Hhla1
ENSG00000135245,HILPDA,ENSMUSG00000043421,Hilpda
ENSG00000204525,HLA-C,ENSMUSG00000053835,H2-T24
ENSG00000204592,HLA-E,NA,NA
ENSG00000204632,HLA-G,NA,NA
ENSG00000143341,HMCN1,ENSMUSG00000066842,Hmcn1
ENSG00000148357,HMCN2,ENSMUSG00000055632,Hmcn2
ENSG00000189403,HMGB1,NA,NA
ENSG00000164104,HMGB2,ENSMUSG00000054717,Hmgb2
ENSG00000221887,HMSD,NA,NA
ENSG00000122566,HNRNPA2B1,ENSMUSG00000004980,Hnrnpa2b1
ENSG00000257017,HP,ENSMUSG00000031722,Hp
ENSG00000261701,HPR,ENSMUSG00000031722,Hp
ENSG00000173083,HPSE,ENSMUSG00000035273,Hpse
ENSG00000172987,HPSE2,ENSMUSG00000074852,Hpse2
ENSG00000110169,HPX,ENSMUSG00000030895,Hpx
ENSG00000130528,HRC,ENSMUSG00000038239,Hrc
ENSG00000113905,HRG,ENSMUSG00000022877,Hrg
ENSG00000002587,HS3ST1,ENSMUSG00000051022,Hs3st1
ENSG00000171004,HS6ST2,ENSMUSG00000062184,Hs6st2
ENSG00000167733,HSD11B1L,NA,NA
ENSG00000096384,HSP90AB1,ENSMUSG00000023944,Hsp90ab1
ENSG00000166598,HSP90B1,ENSMUSG00000020048,Hsp90b1
ENSG00000155304,HSPA13,ENSMUSG00000032932,Hspa13
ENSG00000204389,HSPA1A,ENSMUSG00000090877,Hspa1b
ENSG00000044574,HSPA5,ENSMUSG00000026864,Hspa5
ENSG00000004776,HSPB6,ENSMUSG00000036854,Hspb6
ENSG00000142798,HSPG2,ENSMUSG00000028763,Hspg2
ENSG00000126550,HTN1,NA,NA
ENSG00000205649,HTN3,NA,NA
ENSG00000166033,HTRA1,ENSMUSG00000006205,Htra1
ENSG00000170801,HTRA3,ENSMUSG00000029096,Htra3
ENSG00000169495,HTRA4,ENSMUSG00000037406,Htra4
ENSG00000114378,HYAL1,ENSMUSG00000010051,Hyal1
ENSG00000186792,HYAL3,ENSMUSG00000036091,Hyal3
ENSG00000149428,HYOU1,ENSMUSG00000032115,Hyou1
ENSG00000121351,IAPP,ENSMUSG00000041681,Iapp
ENSG00000029559,IBSP,ENSMUSG00000029306,Ibsp
ENSG00000105371,ICAM4,ENSMUSG00000001014,Icam4
ENSG00000163600,ICOS,ENSMUSG00000026009,Icos
ENSG00000119912,IDE,ENSMUSG00000056999,Ide
ENSG00000010404,IDS,ENSMUSG00000035847,Ids
ENSG00000127415,IDUA,ENSMUSG00000033540,Idua
ENSG00000165948,IFI27L1,NA,NA
ENSG00000119632,IFI27L2,ENSMUSG00000064215,Ifi27
ENSG00000216490,IFI30,ENSMUSG00000031838,Ifi30
ENSG00000068079,IFI35,ENSMUSG00000010358,Ifi35
ENSG00000197919,IFNA1,ENSMUSG00000095270,Ifna9
ENSG00000186803,IFNA10,ENSMUSG00000095270,Ifna9
ENSG00000233816,IFNA13,ENSMUSG00000095270,Ifna9
ENSG00000228083,IFNA14,ENSMUSG00000095270,Ifna9
ENSG00000147885,IFNA16,ENSMUSG00000095270,Ifna9
ENSG00000234829,IFNA17,ENSMUSG00000095270,Ifna9
ENSG00000188379,IFNA2,ENSMUSG00000095270,Ifna9
ENSG00000137080,IFNA21,ENSMUSG00000095270,Ifna9
ENSG00000236637,IFNA4,ENSMUSG00000095270,Ifna9
ENSG00000147873,IFNA5,ENSMUSG00000095270,Ifna9
ENSG00000120235,IFNA6,ENSMUSG00000095270,Ifna9
ENSG00000214042,IFNA7,ENSMUSG00000095270,Ifna9
ENSG00000120242,IFNA8,ENSMUSG00000095270,Ifna9
ENSG00000159110,IFNAR2,ENSMUSG00000022971,Ifnar2
ENSG00000171855,IFNB1,ENSMUSG00000048806,Ifnb1
ENSG00000184995,IFNE,ENSMUSG00000045364,Ifne
ENSG00000111537,IFNG,ENSMUSG00000055170,Ifng
ENSG00000147896,IFNK,ENSMUSG00000042993,Ifnk
ENSG00000182393,IFNL1,NA,NA
ENSG00000183709,IFNL2,ENSMUSG00000060747,Ifnl3
ENSG00000197110,IFNL3,ENSMUSG00000060747,Ifnl3
ENSG00000272395,IFNL4,NA,NA
ENSG00000185436,IFNLR1,ENSMUSG00000062157,Ifnlr1
ENSG00000177047,IFNW1,NA,NA
ENSG00000017427,IGF1,ENSMUSG00000020053,Igf1
ENSG00000167244,IGF2,ENSMUSG00000048583,Igf2
ENSG00000099769,IGFALS,ENSMUSG00000046070,Igfals
ENSG00000146678,IGFBP1,ENSMUSG00000020429,Igfbp1
ENSG00000115457,IGFBP2,ENSMUSG00000039323,Igfbp2
ENSG00000146674,IGFBP3,ENSMUSG00000020427,Igfbp3
ENSG00000141753,IGFBP4,ENSMUSG00000017493,Igfbp4
ENSG00000115461,IGFBP5,ENSMUSG00000026185,Igfbp5
ENSG00000167779,IGFBP6,ENSMUSG00000023046,Igfbp6
ENSG00000163453,IGFBP7,ENSMUSG00000036256,Igfbp7
ENSG00000137142,IGFBPL1,ENSMUSG00000035551,Igfbpl1
ENSG00000188293,IGFL1,NA,NA
ENSG00000204866,IGFL2,NA,NA
ENSG00000188624,IGFL3,NA,NA
ENSG00000204869,IGFL4,ENSMUSG00000066756,Igfl3
ENSG00000126246,IGFLR1,ENSMUSG00000036826,Igflr1
ENSG00000211895,IGHA1,ENSMUSG00000095079,Igha
ENSG00000211890,IGHA2,ENSMUSG00000095079,Igha
ENSG00000236170,IGHD1-1,NA,NA
ENSG00000211891,IGHE,ENSMUSG00000087642,Ighe
ENSG00000211896,IGHG1,NA,NA
ENSG00000211893,IGHG2,NA,NA
ENSG00000211897,IGHG3,NA,NA
ENSG00000211892,IGHG4,NA,NA
ENSG00000211905,IGHJ1,NA,NA
ENSG00000211899,IGHM,ENSMUSG00000076617,Ighm
ENSG00000211945,IGHV1-18,NA,NA
ENSG00000211934,IGHV1-2,NA,NA
ENSG00000211950,IGHV1-24,NA,NA
ENSG00000211935,IGHV1-3,NA,NA
ENSG00000211961,IGHV1-45,NA,NA
ENSG00000211962,IGHV1-46,NA,NA
ENSG00000211968,IGHV1-58,NA,NA
ENSG00000211973,IGHV1-69,ENSMUSG00000096499,Ighv1-5
ENSG00000281990,IGHV1-69-2,NA,NA
ENSG00000280411,IGHV1-69D,ENSMUSG00000096499,Ighv1-5
ENSG00000211951,IGHV2-26,ENSMUSG00000102364,Ighv8-5
ENSG00000211937,IGHV2-5,ENSMUSG00000102364,Ighv8-5
ENSG00000274576,IGHV2-70,ENSMUSG00000102364,Ighv8-5
ENSG00000211974,IGHV2-70D,ENSMUSG00000102364,Ighv8-5
ENSG00000211941,IGHV3-11,NA,NA
ENSG00000211942,IGHV3-13,NA,NA
ENSG00000211943,IGHV3-15,ENSMUSG00000076652,Ighv7-3
ENSG00000211944,IGHV3-16,NA,NA
ENSG00000211946,IGHV3-20,NA,NA
ENSG00000211947,IGHV3-21,NA,NA
ENSG00000211949,IGHV3-23,NA,NA
ENSG00000270550,IGHV3-30,NA,NA
ENSG00000211955,IGHV3-33,NA,NA
ENSG00000211957,IGHV3-35,NA,NA
ENSG00000211958,IGHV3-38,NA,NA
ENSG00000232216,IGHV3-43,NA,NA
ENSG00000211964,IGHV3-48,NA,NA
ENSG00000211965,IGHV3-49,NA,NA
ENSG00000211967,IGHV3-53,NA,NA
ENSG00000223648,IGHV3-64,NA,NA
ENSG00000282639,IGHV3-64D,NA,NA
ENSG00000211972,IGHV3-66,NA,NA
ENSG00000211938,IGHV3-7,ENSMUSG00000076677,Ighv6-3
ENSG00000225698,IGHV3-72,ENSMUSG00000076652,Ighv7-3
ENSG00000211976,IGHV3-73,ENSMUSG00000076652,Ighv7-3
ENSG00000224650,IGHV3-74,NA,NA
ENSG00000211952,IGHV4-28,NA,NA
ENSG00000231475,IGHV4-31,NA,NA
ENSG00000211956,IGHV4-34,NA,NA
ENSG00000211959,IGHV4-39,NA,NA
ENSG00000276775,IGHV4-4,NA,NA
ENSG00000224373,IGHV4-59,NA,NA
ENSG00000211970,IGHV4-61,NA,NA
ENSG00000282651,IGHV5-10-1,NA,NA
ENSG00000211966,IGHV5-51,NA,NA
ENSG00000211933,IGHV6-1,NA,NA
ENSG00000282122,IGHV7-4-1,ENSMUSG00000096805,Ighv9-1
ENSG00000211979,IGHV7-81,ENSMUSG00000096805,Ighv9-1
ENSG00000254167,IGHV8-51-1,NA,NA
ENSG00000182700,IGIP,ENSMUSG00000110185,Igip
ENSG00000211592,IGKC,ENSMUSG00000076609,Igkc
ENSG00000211597,IGKJ1,NA,NA
ENSG00000243290,IGKV1-12,ENSMUSG00000076523,Igkv15-103
ENSG00000240864,IGKV1-16,ENSMUSG00000076523,Igkv15-103
ENSG00000240382,IGKV1-17,ENSMUSG00000076523,Igkv15-103
ENSG00000244575,IGKV1-27,NA,NA
ENSG00000242076,IGKV1-33,NA,NA
ENSG00000239862,IGKV1-37,ENSMUSG00000076523,Igkv15-103
ENSG00000242371,IGKV1-39,ENSMUSG00000076523,Igkv15-103
ENSG00000243466,IGKV1-5,ENSMUSG00000076523,Igkv15-103
ENSG00000239855,IGKV1-6,ENSMUSG00000076523,Igkv15-103
ENSG00000240671,IGKV1-8,ENSMUSG00000076523,Igkv15-103
ENSG00000241755,IGKV1-9,ENSMUSG00000076523,Igkv15-103
ENSG00000278857,IGKV1D-12,ENSMUSG00000076523,Igkv15-103
ENSG00000276566,IGKV1D-13,ENSMUSG00000076523,Igkv15-103
ENSG00000241244,IGKV1D-16,ENSMUSG00000076523,Igkv15-103
ENSG00000242766,IGKV1D-17,ENSMUSG00000076523,Igkv15-103
ENSG00000239975,IGKV1D-33,NA,NA
ENSG00000250036,IGKV1D-37,ENSMUSG00000076523,Igkv15-103
ENSG00000251546,IGKV1D-39,ENSMUSG00000076523,Igkv15-103
ENSG00000211633,IGKV1D-42,ENSMUSG00000076523,Igkv15-103
ENSG00000242580,IGKV1D-43,ENSMUSG00000076523,Igkv15-103
ENSG00000239819,IGKV1D-8,ENSMUSG00000076523,Igkv15-103
ENSG00000241294,IGKV2-24,NA,NA
ENSG00000244116,IGKV2-28,NA,NA
ENSG00000243238,IGKV2-30,ENSMUSG00000076500,Gm20730
ENSG00000273962,IGKV2-40,ENSMUSG00000105606,Igkv2-109
ENSG00000241566,IGKV2D-24,NA,NA
ENSG00000211623,IGKV2D-26,ENSMUSG00000105606,Igkv2-109
ENSG00000242534,IGKV2D-28,NA,NA
ENSG00000243264,IGKV2D-29,NA,NA
ENSG00000239571,IGKV2D-30,ENSMUSG00000076500,Gm20730
ENSG00000251039,IGKV2D-40,ENSMUSG00000105606,Igkv2-109
ENSG00000241351,IGKV3-11,ENSMUSG00000076572,Igkv18-36
ENSG00000244437,IGKV3-15,ENSMUSG00000076572,Igkv18-36
ENSG00000239951,IGKV3-20,ENSMUSG00000076572,Igkv18-36
ENSG00000243063,IGKV3-7,ENSMUSG00000076572,Igkv18-36
ENSG00000211632,IGKV3D-11,ENSMUSG00000076572,Igkv18-36
ENSG00000224041,IGKV3D-15,ENSMUSG00000076572,Igkv18-36
ENSG00000211625,IGKV3D-20,ENSMUSG00000076572,Igkv18-36
ENSG00000228325,IGKV3D-7,ENSMUSG00000076572,Igkv18-36
ENSG00000211598,IGKV4-1,ENSMUSG00000076591,Igkv8-16
ENSG00000211599,IGKV5-2,ENSMUSG00000076508,Igkv17-127
ENSG00000211611,IGKV6-21,ENSMUSG00000076569,Igkv5-39
ENSG00000225523,IGKV6D-21,ENSMUSG00000076569,Igkv5-39
ENSG00000211626,IGKV6D-41,ENSMUSG00000076569,Igkv5-39
ENSG00000211675,IGLC1,ENSMUSG00000076937,Iglc2
ENSG00000211677,IGLC2,ENSMUSG00000076937,Iglc2
ENSG00000211679,IGLC3,ENSMUSG00000076937,Iglc2
ENSG00000211685,IGLC7,ENSMUSG00000076937,Iglc2
ENSG00000211674,IGLJ1,NA,NA
ENSG00000128322,IGLL1,ENSMUSG00000076937,Iglc2
ENSG00000254709,IGLL5,ENSMUSG00000076937,Iglc2
ENSG00000142549,IGLON5,ENSMUSG00000013367,Iglon5
ENSG00000211655,IGLV1-36,NA,NA
ENSG00000211653,IGLV1-40,NA,NA
ENSG00000211651,IGLV1-44,NA,NA
ENSG00000211648,IGLV1-47,NA,NA
ENSG00000211645,IGLV1-50,NA,NA
ENSG00000211644,IGLV1-51,NA,NA
ENSG00000211642,IGLV10-54,NA,NA
ENSG00000211641,IGLV11-55,NA,NA
ENSG00000211668,IGLV2-11,NA,NA
ENSG00000211666,IGLV2-14,NA,NA
ENSG00000211664,IGLV2-18,NA,NA
ENSG00000211660,IGLV2-23,NA,NA
ENSG00000211656,IGLV2-33,NA,NA
ENSG00000278196,IGLV2-8,NA,NA
ENSG00000211673,IGLV3-1,NA,NA
ENSG00000211669,IGLV3-10,NA,NA
ENSG00000211667,IGLV3-12,NA,NA
ENSG00000211665,IGLV3-16,NA,NA
ENSG00000211663,IGLV3-19,NA,NA
ENSG00000211662,IGLV3-21,NA,NA
ENSG00000211661,IGLV3-22,NA,NA
ENSG00000211659,IGLV3-25,NA,NA
ENSG00000211658,IGLV3-27,NA,NA
ENSG00000211657,IGLV3-32,NA,NA
ENSG00000211670,IGLV3-9,NA,NA
ENSG00000211672,IGLV4-3,ENSMUSG00000076939,Iglv3
ENSG00000211639,IGLV4-60,NA,NA
ENSG00000211637,IGLV4-69,NA,NA
ENSG00000211654,IGLV5-37,NA,NA
ENSG00000211650,IGLV5-45,NA,NA
ENSG00000211647,IGLV5-48,NA,NA
ENSG00000211643,IGLV5-52,NA,NA
ENSG00000211640,IGLV6-57,NA,NA
ENSG00000211652,IGLV7-43,NA,NA
ENSG00000211649,IGLV7-46,NA,NA
ENSG00000211638,IGLV8-61,NA,NA
ENSG00000223350,IGLV9-49,NA,NA
ENSG00000147255,IGSF1,ENSMUSG00000031111,Igsf1
ENSG00000152580,IGSF10,ENSMUSG00000036334,Igsf10
ENSG00000117154,IGSF21,ENSMUSG00000040972,Igsf21
ENSG00000163501,IHH,ENSMUSG00000006538,Ihh
ENSG00000136634,IL10,ENSMUSG00000016529,Il10
ENSG00000095752,IL11,ENSMUSG00000004371,Il11
ENSG00000137070,IL11RA,ENSMUSG00000073876,Il11ra3
ENSG00000168811,IL12A,ENSMUSG00000027776,Il12a
ENSG00000113302,IL12B,ENSMUSG00000004296,Il12b
ENSG00000096996,IL12RB1,ENSMUSG00000000791,Il12rb1
ENSG00000081985,IL12RB2,ENSMUSG00000018341,Il12rb2
ENSG00000169194,IL13,ENSMUSG00000020383,Il13
ENSG00000131724,IL13RA1,ENSMUSG00000017057,Il13ra1
ENSG00000164136,IL15,ENSMUSG00000031712,Il15
ENSG00000134470,IL15RA,ENSMUSG00000023206,Il15ra
ENSG00000172349,IL16,ENSMUSG00000001741,Il16
ENSG00000112115,IL17A,ENSMUSG00000025929,Il17a
ENSG00000127743,IL17B,ENSMUSG00000024578,Il17b
ENSG00000124391,IL17C,ENSMUSG00000046108,Il17c
ENSG00000172458,IL17D,ENSMUSG00000050222,Il17d
ENSG00000112116,IL17F,ENSMUSG00000041872,Il17f
ENSG00000177663,IL17RA,ENSMUSG00000002897,Il17ra
ENSG00000056736,IL17RB,ENSMUSG00000015966,Il17rb
ENSG00000163701,IL17RE,ENSMUSG00000043088,Il17re
ENSG00000150782,IL18,ENSMUSG00000039217,Il18
ENSG00000137496,IL18BP,ENSMUSG00000070427,Il18bp
ENSG00000142224,IL19,ENSMUSG00000016524,Il19
ENSG00000115008,IL1A,ENSMUSG00000027399,Il1a
ENSG00000125538,IL1B,ENSMUSG00000027398,Il1b
ENSG00000136697,IL1F10,ENSMUSG00000046845,Il1f10
ENSG00000115594,IL1R1,ENSMUSG00000026072,Il1r1
ENSG00000115590,IL1R2,ENSMUSG00000026073,Il1r2
ENSG00000196083,IL1RAP,ENSMUSG00000022514,Il1rap
ENSG00000115602,IL1RL1,ENSMUSG00000026069,Il1rl1
ENSG00000136689,IL1RN,ENSMUSG00000026981,Il1rn
ENSG00000109471,IL2,ENSMUSG00000027720,Il2
ENSG00000162891,IL20,ENSMUSG00000026416,Il20
ENSG00000138684,IL21,ENSMUSG00000027718,Il21
ENSG00000127318,IL22,ENSMUSG00000074695,Il22
ENSG00000164485,IL22RA2,ENSMUSG00000039760,Il22ra2
ENSG00000110944,IL23A,ENSMUSG00000025383,Il23a
ENSG00000162892,IL24,ENSMUSG00000026420,Il24
ENSG00000166090,IL25,ENSMUSG00000040770,Il25
ENSG00000111536,IL26,NA,NA
ENSG00000197272,IL27,ENSMUSG00000044701,Il27
ENSG00000164399,IL3,ENSMUSG00000018914,Il3
ENSG00000204671,IL31,ENSMUSG00000029437,Il31
ENSG00000008517,IL32,NA,NA
ENSG00000137033,IL33,ENSMUSG00000024810,Il33
ENSG00000157368,IL34,ENSMUSG00000031750,Il34
ENSG00000136694,IL36A,ENSMUSG00000026984,Il36a
